cars_name,cars_brand,model_year,kms,gasoliene_type,price
Maruti Swift Dzire,Maruti,2013,33497,Petrol,372000
Datsun Redi Go,Datsun,2019,19374,Petrol,328000
Hyundai New Santro,Hyundai,2019,33057,CNG,611000
Maruti Baleno,Maruti,2016,50090,Petrol,551000
Honda Amaze,Honda,2016,46305,Petrol,506000
Maruti New Wagon-R,Maruti,2020,23040,CNG,599000
Maruti Baleno,Maruti,2021,10401,Petrol,756000
Hyundai Grand I10 Nios,Hyundai,2021,26081,CNG,712000
Maruti Alto,Maruti,2021,32927,CNG,454000
Maruti New Wagon-R,Maruti,2019,95841,CNG,532000
Honda Wr-V,Honda,2021,33770,Diesel,1161000
Hyundai New Santro,Hyundai,2019,80157,CNG,540400
Maruti New Wagon-R,Maruti,2020,36518,CNG,601000
Maruti Baleno,Maruti,2018,38574,Petrol,595000
Maruti Baleno,Maruti,2017,54410,Petrol,532000
Maruti Swift,Maruti,2014,65544,Petrol,466000
Renault Kiger,Renault,2022,2153,Petrol,1119000
Tata Tiago Nrg,Tata,2022,18867,Petrol,674000
Hyundai Creta,Hyundai,2016,78990,Diesel,837000
Hyundai Grand I10 Nios,Hyundai,2020,16792,Petrol,651000
Honda Amaze,Honda,2019,37678,Petrol,805000
Maruti Baleno,Maruti,2019,19124,Petrol,706000
Hyundai Grand I10,Hyundai,2015,40103,Petrol,499000
Tata Tiago,Tata,2021,5676,Petrol,603000
Maruti New Wagon-R,Maruti,2021,33874,CNG,595000
Hyundai Verna,Hyundai,2019,47437,Petrol,1031000
Renault Kiger,Renault,2021,17191,Petrol,987000
Hyundai New Santro,Hyundai,2019,38298,CNG,547000
Ford Ecosport,Ford,2018,77285,Diesel,701000
Maruti Swift,Maruti,2014,84447,Petrol,400000
Hyundai Creta,Hyundai,2015,62690,Petrol,762000
Honda Jazz,Honda,2016,51908,Petrol,526000
Hyundai New Santro,Hyundai,2021,78260,CNG,577000
Hyundai Elite I20,Hyundai,2016,24616,Petrol,591000
Renault Kiger,Renault,2021,45459,Petrol,824000
Hyundai Venue,Hyundai,2019,26338,Petrol,1144000
Honda City,Honda,2018,42231,Petrol,1020000
Ford Ecosport,Ford,2015,12139,Petrol,620000
Ford Ecosport,Ford,2015,77137,Petrol,595000
Maruti New Wagon-R,Maruti,2021,54602,CNG,598000
Maruti Baleno,Maruti,2018,24282,Petrol,603000
Hyundai Grand I10,Hyundai,2017,28749,Petrol,524000
Maruti Alto,Maruti,2020,45647,Petrol,403000
Maruti New Wagon-R,Maruti,2019,48352,CNG,534000
Hyundai Elite I20,Hyundai,2016,37871,Petrol,611000
Maruti New Wagon-R,Maruti,2021,49905,CNG,572000
Maruti Alto 800,Maruti,2018,42611,Petrol,310000
Renault Kiger,Renault,2021,8383,Petrol,891000
Maruti Alto 800,Maruti,2018,18486,Petrol,326000
Renault Kwid,Renault,2022,5221,Petrol,562000
Hyundai Grand I10 Nios,Hyundai,2020,79701,CNG,706000
Ford Ecosport,Ford,2017,51665,Diesel,651000
Maruti New Wagon-R,Maruti,2021,44203,CNG,621000
Maruti Alto 800,Maruti,2017,51892,Petrol,293000
Maruti Alto,Maruti,2021,26838,CNG,493000
Maruti Swift,Maruti,2012,41110,Petrol,309000
Maruti Baleno,Maruti,2015,41694,Petrol,513000
Hyundai I10,Hyundai,2011,33084,Petrol,231000
Renault Kwid,Renault,2022,5943,Petrol,562000
Maruti Swift,Maruti,2010,83023,Petrol,212000
Hyundai Grand I10 Nios,Hyundai,2021,96192,CNG,647000
Hyundai New Santro,Hyundai,2021,32150,CNG,581000
Hyundai Grand I10 Nios,Hyundai,2021,22393,CNG,743000
Tata Nexon,Tata,2019,15271,Petrol,997000
Renault Kwid,Renault,2020,24358,Petrol,439000
Maruti Celerio,Maruti,2020,74571,CNG,492000
Maruti New Wagon-R,Maruti,2021,63818,CNG,616000
Maruti Swift,Maruti,2014,46247,Petrol,357600
Maruti Vitara Brezza,Maruti,2021,7689,Petrol,988000
Maruti Alto K10,Maruti,2010,52162,Petrol,188000
Maruti Alto,Maruti,2022,6742,Petrol,432000
Renault Kwid,Renault,2022,13872,Petrol,571000
Hyundai I10,Hyundai,2011,56652,Petrol,232000
Maruti Celerio,Maruti,2020,84583,CNG,500000
Hyundai Grand I10,Hyundai,2019,25543,Petrol,576600
Maruti New Wagon-R,Maruti,2021,17189,CNG,645000
Maruti Alto K10,Maruti,2011,39093,Petrol,186000
Renault Kwid,Renault,2020,26640,Petrol,465000
Maruti New Wagon-R,Maruti,2020,45694,CNG,615000
Honda City,Honda,2018,18047,Petrol,1058000
Maruti Alto K10,Maruti,2014,64158,Petrol,253000
Maruti New Wagon-R,Maruti,2020,37940,CNG,601000
Hyundai Creta,Hyundai,2017,22591,Petrol,864000
Honda Jazz,Honda,2017,60716,Petrol,619000
Maruti S Presso,Maruti,2019,34493,Petrol,413000
Maruti Alto,Maruti,2021,10329,Petrol,410000
Maruti Alto,Maruti,2021,21969,Petrol,390000
Maruti Baleno,Maruti,2015,56886,Petrol,569000
Maruti Alto,Maruti,2011,48360,Petrol,183000
Maruti Wagon R 1.0,Maruti,2011,53417,Petrol,234000
Maruti Baleno,Maruti,2015,17970,Petrol,550000
Maruti Alto,Maruti,2020,25115,CNG,469000
Maruti Alto 800,Maruti,2018,24796,Petrol,338000
Datsun Go Plus,Datsun,2015,31548,Petrol,212000
Tata Tiago,Tata,2018,61865,CNG,405000
Maruti Swift,Maruti,2017,44710,Petrol,438000
Maruti Swift,Maruti,2018,59124,Petrol,486000
Renault Triber,Renault,2020,23625,Petrol,528000
Renault Kwid,Renault,2019,27647,CNG,382000
Maruti Swift,Maruti,2016,44818,Petrol,460000
Hyundai I10,Hyundai,2010,57257,Petrol,139000
Ford Ecosport,Ford,2020,96075,Diesel,765000
Maruti Alto K10,Maruti,2015,62108,Petrol,278000
Hyundai Eon,Hyundai,2014,34328,Petrol,260000
Hyundai Verna,Hyundai,2014,69707,CNG,449000
Hyundai I10,Hyundai,2012,63646,Petrol,177000
Tata Tigor,Tata,2017,12420,Petrol,463000
Toyota Etios Liva,Toyota,2015,55801,Petrol,341000
Tata Harrier,Tata,2019,59820,Diesel,1155000
Maruti Dzire,Maruti,2020,45565,Petrol,530000
Maruti Wagon R 1.0,Maruti,2017,83472,Petrol,329000
Maruti Ertiga,Maruti,2014,30839,Petrol,635000
Renault Kwid,Renault,2017,42602,Petrol,366000
Maruti Eeco,Maruti,2019,60397,CNG,426000
Mahindra Xuv 3Oo,Mahindra,2019,49179,Diesel,753000
Renault Kwid,Renault,2017,67451,Petrol,327000
Hyundai New Elantra,Hyundai,2017,3415,Petrol,1198000
Maruti Dzire,Maruti,2017,52707,Petrol,520000
Maruti Swift Dzire,Maruti,2012,92545,Petrol,284000
Tata Tiago,Tata,2017,44199,Petrol,450000
Maruti New Wagon-R,Maruti,2019,81578,CNG,472000
Maruti Baleno,Maruti,2020,21864,Petrol,556000
Honda City,Honda,2014,63200,Petrol,541400
Mahindra Xuv 3Oo,Mahindra,2021,31346,Petrol,962000
Honda City,Honda,2015,80005,Petrol,681200
Maruti Wagon R 1.0,Maruti,2012,42599,CNG,268000
Hyundai Verna,Hyundai,2013,52740,Petrol,436000
Maruti Swift,Maruti,2019,16914,Petrol,553000
Tata Tiago,Tata,2019,33510,Petrol,487000
Maruti S Presso,Maruti,2020,17545,Petrol,396000
Volkswagen Polo,Volkswagen,2019,63391,Petrol,751000
Toyota Yaris,Toyota,2020,38184,Petrol,868000
Maruti Swift,Maruti,2017,81383,CNG,427000
Hyundai Aura,Hyundai,2020,41871,CNG,739000
Hyundai Venue,Hyundai,2019,40655,Diesel,891000
Maruti Celerio,Maruti,2016,45100,Petrol,387000
Mahindra Kuv 100 Nxt,Mahindra,2020,26967,Petrol,619000
Maruti Celerio,Maruti,2016,22794,Petrol,408000
Honda Amaze,Honda,2014,36260,Petrol,375000
Maruti Alto,Maruti,2022,29930,Petrol,358000
Toyota Etios Liva,Toyota,2013,77156,Petrol,264000
Maruti Swift,Maruti,2016,79267,Petrol,386000
Maruti Celerio,Maruti,2016,65851,Petrol,390000
Renault Triber,Renault,2022,27703,Petrol,693000
Hyundai Aura,Hyundai,2021,38891,CNG,770000
Hyundai Santro Xing,Hyundai,2011,49420,Petrol,197000
Maruti Swift,Maruti,2019,49661,Petrol,532000
Maruti Dzire,Maruti,2018,78332,Diesel,645000
Maruti Swift,Maruti,2012,52784,Petrol,305000
Hyundai New Santro,Hyundai,2020,39364,Petrol,443000
Maruti Celerio,Maruti,2018,87130,CNG,428000
Maruti Swift Dzire,Maruti,2012,27758,Petrol,355000
Maruti Wagon R 1.0,Maruti,2018,63580,CNG,423000
Maruti Swift,Maruti,2016,30925,CNG,493000
Tata Tiago,Tata,2022,13579,CNG,748000
Maruti Swift,Maruti,2017,45297,Petrol,443000
Maruti Wagon R 1.0,Maruti,2015,56510,Petrol,319000
Mahindra Thar,Mahindra,2021,11271,Diesel,1574000
Tata Tiago,Tata,2021,27034,Petrol,503000
Hyundai I10,Hyundai,2011,120084,Petrol,206000
Tata Tiago,Tata,2021,15113,Petrol,659000
Maruti Swift,Maruti,2019,12074,Petrol,537000
Maruti Baleno,Maruti,2018,40396,Petrol,598000
Hyundai Elite I20,Hyundai,2015,89829,Petrol,450000
Hyundai Grand I10,Hyundai,2018,22564,Petrol,509000
Maruti Ignis,Maruti,2020,13216,Petrol,483000
Hyundai I20,Hyundai,2011,55487,Petrol,234000
Maruti Swift,Maruti,2018,52224,Petrol,640000
Honda City,Honda,2016,53996,CNG,681000
Hyundai Verna,Hyundai,2012,66097,Petrol,316000
Maruti Alto 800,Maruti,2014,62921,Petrol,271000
Hyundai Creta,Hyundai,2018,24296,Petrol,1235000
Hyundai Eon,Hyundai,2015,54852,Petrol,216000
Hyundai New Santro,Hyundai,2019,34207,CNG,566000
Maruti Swift,Maruti,2014,18422,Petrol,384000
